@relation treasury
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 1MonthCDRate real [3.02,20.76]
@inputs 1Y-CMaturityRate, 30Y-CMortgageRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 1MonthCDRate
@data
90.976,5.94,7.97,5.26,5.25,6.52,6.66,3859.1,401.8,401.6,5.4,1074.8,664.6,2843.6,1302.9,5.61
115.638,8.7,12.59,8.14,8.03,9.45,9.84,1468.5,138.6,238,8.48,501,358.2,1096,676.6,8.29
87.719,3.46,6.86,3.08,3.06,4.28,4.82,3073,318.7,381.2,2.97,1119.5,792.9,2176.6,1213.2,3.1
115.763,8.93,12.55,8.1,8.14,9.69,10.1,1470.7,138.6,237.4,8.59,500.7,357.9,1095,680.2,8.48
87.297,6.77,9.99,5.76,5.77,7.6,7.95,2297.7,200.8,287.7,6.51,763.1,556,1756.1,946.8,6.57
86.245,3.36,6.81,3.04,3.02,4.09,4.62,3077.1,317.5,377.4,2.91,1113.4,787.8,2172.1,1212.5,3.09
123.004,12.1,14.29,9.83,9.76,13.25,13.69,1655.3,151.5,242.9,10.3,539.6,383.4,1247.3,703.6,10.56
84.325,7.02,9.05,5.77,5.7,7.65,7.73,3341.3,357.9,384.2,5.45,1150.4,784.5,2398.6,1135.2,5.81
131.995,10.46,14.05,9.54,9.33,11.48,11.69,1710.5,154.9,241.2,9.45,544.4,384.8,1307.2,688.7,9.62
119.315,10.31,13.65,9.13,9.13,11.06,11.39,1502.9,141,239.2,9.46,511.5,364.8,1119.2,689.7,9.3
94.776,6.24,8.25,5.56,5.5,6.63,6.66,4803.6,520.1,336.3,5.66,1106.7,578.5,3550.3,1758.1,5.85
85.514,7.75,10.13,7.41,7.38,8.24,8.47,2731.9,241.5,277.7,8.12,820.5,570.2,2101.3,922,8.01
98.994,13.2,15.4,12.5,12.6,13.4,13.46,1250,117.4,239.3,14.93,423.5,302.5,941.7,373.4,13.74
