@relation treasury
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 1MonthCDRate real [3.02,20.76]
@inputs 1Y-CMaturityRate, 30Y-CMortgageRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 1MonthCDRate
@data
86.727,3.34,6.93,3.02,2.99,4.16,4.76,3069.5,313.8,374.9,3.08,1102.6,780,2165.9,1210.6,3.09
109.996,7.01,10.01,6.52,6.49,7.29,7.46,1974.5,171.1,270.8,7.47,634.9,458.6,1514.1,829.2,7.27
81.661,7.29,9.93,7.08,7.07,7.69,7.96,2744.5,246,277.7,7.8,824.3,571.1,2109.8,923.7,7.83
95.193,4.73,6.93,4.34,4.39,5.1,5.15,4507.8,477.8,374.3,4.79,1110.5,624.6,3312.9,1668.9,4.83
91.649,8.34,10.29,7.85,7.91,8.6,8.59,2645.6,227.4,277.5,8.28,799.8,565.7,2041.3,907.5,8.26
94.602,6.67,10.37,5.77,5.54,7.57,7.83,2175.2,185.9,302.1,6.26,749.3,557.6,1656.9,969.6,6.45
79.448,5.92,7.85,5.72,5.69,6.14,6.28,3481.1,368,382.5,5.99,1141.5,764.3,2500.4,1094.7,5.98
91.923,8.42,10.34,7.96,7.96,8.7,8.68,2646,228,276.5,8.27,800.3,565.6,2039.9,908.3,8.34
89.33,7.52,10.39,6.59,6.57,8.21,8.46,2361,205.8,288.5,7.63,780,566.1,1809.3,959.4,7.54
104.19,16.44,16.63,16.03,16.61,15.05,14.54,1261,118.6,234.7,18.89,422.9,300.5,951.5,365,18.38
81.488,5.61,7.57,5.34,5.3,5.84,5.92,3570.6,370.6,390.6,6,1138,758,2576.1,1118.3,5.76
93.903,10.79,12.8,9.41,9.41,11.06,11.21,1171.9,111.9,260.1,9.35,400.1,283.7,883.8,191.9,9.82
83.828,4.35,8.49,4.14,4.03,5.38,6.21,2857.9,267.4,290.3,4.49,897.5,623.1,2112.7,1046.4,4.76
