@relation california
@attribute Longitude real[-124.35,-114.31]
@attribute Latitude real[32.54,41.95]
@attribute HousingMedianAge real[1,52]
@attribute TotalRooms real[2,39320]
@attribute TotalBedrooms real[1,6445]
@attribute Population real[3,35682]
@attribute Households real[1,6082]
@attribute MedianIncome real[0.4999,15.0001]
@attribute MedianHouseValue real[14999,500001] 
@inputs Longitude, Latitude, HousingMedianAge, TotalRooms, TotalBedrooms, Population, Households, MedianIncome
@outputs MedianHouseValue
@data
-122.25,37.89,41,1125,195,356,181,6.1593,344000
-122.18,38.23,21,2475,341,812,308,7.2589,320400
-122.16,37.72,38,1007,245,618,239,2.875,144800
-118.3,33.75,42,967,175,481,163,5.6611,265600
-120.45,34.64,27,2696,622,1322,543,3.0352,135400
-118.37,34.02,33,2263,430,900,382,4.4028,246800
-117.58,34.14,7,11818,1745,5499,1600,5.3678,231700
-118.46,34,37,388,83,248,84,5.1664,326700
-117.71,33.63,16,1641,354,945,318,3.4261,219700
-117.22,32.82,22,3738,795,1476,728,3.7963,303100
-118.53,34.45,10,5509,969,3002,959,5.5981,220100
-119.02,35.38,52,90,35,36,31,0.8054,60000
-119.79,36.73,52,112,28,193,40,1.975,47500
-122.01,38.36,28,1967,315,734,291,4.9583,146200
-120.79,38.7,13,5036,1034,2243,923,2.3319,138500
-121.27,38.62,13,2321,539,1066,497,2.7652,95600
-118.18,33.9,31,2536,603,2625,576,3.0909,150900
-121.54,38.5,15,6093,1051,2415,997,4.2075,183600
-121.81,37.31,14,2731,578,1109,551,3.1382,139700
-121.82,37.25,25,4021,634,2178,650,5.1663,241200
-121.92,37.3,36,2088,358,772,347,4.2762,310100
-121.79,36.93,19,2512,509,1856,537,3.1815,189100
-117.69,33.51,4,1223,275,505,244,4.6607,173000
-118.43,33.9,27,1536,377,553,326,5.4088,500001
-122.43,37.77,52,2685,629,1170,614,3.6894,418800
-118.29,34.07,22,492,269,634,261,1.6406,300000
-121.23,37.79,23,1985,424,1198,389,2.7734,116800
-118.45,34.1,31,6675,842,2092,796,11.8442,500001
-122.01,36.98,47,2403,517,1144,455,2.5954,229400
-122.16,37.45,50,196,41,76,42,7.6129,412500
-122.14,38.03,42,118,34,54,30,2.5795,225000
-118.13,34.21,36,1449,235,621,210,6.1824,274100
-118.17,33.74,36,2006,453,807,426,3.7838,500001
-120.27,36.29,11,1337,412,1376,318,2.4398,87500
-118.23,33.93,39,2065,532,2015,535,0.8478,104900
-118.39,34.12,29,6447,1012,2184,960,8.2816,500001
-118.21,34.03,47,876,228,872,231,2.2656,145000
-119.04,35.37,44,1618,310,667,300,2.875,82700
-124.15,41.81,17,3276,628,3546,585,2.2868,103100
-121.89,37.31,52,1994,404,1014,389,4.3882,223600
-121.52,38.49,5,3344,800,1341,670,3.6196,152800
-122.22,37.4,32,2297,287,814,283,15.0001,500001
-118.44,34.05,32,1880,435,798,417,4.7109,500000
-118.31,34.02,44,1555,324,931,265,1.4712,105800
-122.67,38.31,28,1915,419,930,342,3.7875,292700
-119.13,35.22,5,6268,1003,3269,980,5.1457,118200
-117.97,33.92,24,2017,416,900,436,3,251400
-118.46,34.16,28,2795,622,1173,545,4.4423,280400
-122.07,37.93,25,7201,1521,3264,1433,3.7433,252100
-119.7,34.41,19,2086,575,1701,530,2.8042,236100
-121.05,39.21,43,1264,273,611,260,2.535,117100
-118.44,34.28,37,944,244,1107,235,1.9688,144100
-117.64,34.07,52,1644,372,1269,355,2.6913,108300
-122.45,37.78,43,1452,397,897,393,4.1319,322700
-117,34.87,16,6862,1292,3562,1126,3.6091,87200
-121.46,38.65,8,3746,767,2161,744,3.2039,103400
-116.95,32.76,13,5543,857,2074,737,4.9528,266200
-121.17,38.76,14,2028,255,781,251,6.5322,394000
-118.41,34.02,24,2610,756,1322,692,3.5022,281300
-117.7,33.6,26,2283,506,634,469,2.3774,74300
-117.04,32.73,36,2084,400,1097,398,3.2717,130700
-118.29,34.11,48,1448,295,681,287,3.2333,436400
-121.95,37.24,37,3109,541,1566,544,6.0235,413500
-117.36,33.18,39,1546,291,833,308,2.8893,185400
-118.06,33.99,46,1203,219,637,211,3.3611,174400
-118.32,33.88,35,1818,339,828,319,4.3036,282100
-119.2,34.18,22,6465,1397,2694,1370,2.9832,165600
-121.76,37.29,15,2267,348,1150,327,7.1267,277900
-122.16,38.05,34,2434,428,926,423,4.6776,208300
-121.32,37.98,20,1591,589,1916,536,1.3531,94600
-121.73,38.55,34,1717,393,1224,387,2.7917,130800
-118.38,34.15,36,2933,619,1115,579,4.3036,365900
-122.4,37.58,26,3281,531,1145,480,6.358,500001
-117.96,34.1,30,2775,657,2847,642,3.2266,141800
-118.31,33.96,43,2149,493,1316,462,1.528,131800
-117.92,34.11,24,2838,695,2151,645,3.2202,126200
-116.93,33.74,15,3757,666,1693,654,3.6806,112800
-118.19,34.03,27,1346,340,1177,295,1.7995,153400
-116.93,32.87,17,3722,670,1561,604,3.6027,211900
-118.2,33.91,36,2283,499,1836,462,2.8793,118100
-117.66,33.6,24,1684,232,781,230,6.8667,279600
-121.89,37.34,43,1423,467,1013,428,1.6708,204200
-118.3,33.93,36,2196,633,2017,583,1.3962,124300
-122.49,37.75,47,2140,425,1105,401,3.7054,308500
-121.92,36.54,33,5323,887,1670,740,3.9792,468000
-119.32,36.19,11,1281,291,861,313,1.0962,72300
-119.01,34.23,11,5785,1035,2760,985,4.693,232200
-121.36,38.01,16,2178,667,1192,579,2.3339,87100
-121.3,38.01,30,2547,485,1547,501,3.994,95500
-118.03,34.13,33,2352,373,995,359,4.9583,445700
-117.65,33.65,15,3485,519,1740,485,6.7543,251900
-118.39,33.87,19,3303,584,1329,569,7.521,340400
-120.68,35.25,16,4208,897,1634,806,2.2868,233700
-118.03,33.97,39,2126,434,1103,433,3.2852,196200
-117.86,33.6,30,1891,364,635,314,6.6265,500001
-118.88,34.02,19,15990,2611,5175,2173,7.7848,500001
-115.52,32.67,6,2804,581,2807,594,2.0625,67700
-118.37,33.81,36,1283,209,563,209,6.9296,500001
-118.23,34.05,52,346,270,346,251,2.5313,225000
-117.85,33.76,26,2312,525,1273,437,2.8828,204700
-120.59,37.59,36,291,48,124,47,5.6945,154200
-118.14,34.14,17,3404,1011,1694,949,2.9511,282300
-121.44,38.54,39,2855,574,1217,562,3.2404,93600
-120.73,37.38,23,1451,292,1052,265,2.8698,72900
-118.19,34.22,32,10626,1504,4353,1482,9.8413,500001
-118.45,34.04,19,3330,1010,1837,915,3.0173,393800
-123.85,39.39,23,4671,912,2095,857,3.184,140500
-121.27,37.96,43,948,221,749,208,1.962,52700
-122.49,37.74,52,2442,449,1188,436,4.3909,317700
-117.18,32.75,52,1539,212,535,224,5.392,408500
-116.86,32.8,19,1747,291,848,290,4.875,187200
-118.04,33.93,36,1045,239,1165,230,3.1979,161800
-122.44,37.76,52,2509,496,855,478,5.0731,405400
-118.55,34.19,36,978,170,475,192,4.675,222500
-117.99,33.88,25,3401,509,1503,498,6.6704,240600
-120.36,36.14,18,1206,274,622,217,1.8264,62000
-120.9,39.93,23,2679,546,1424,529,2.8812,81900
-121.68,39.13,17,1969,297,717,268,3.4698,179700
-117.15,32.72,52,344,177,460,147,1.2292,137500
-122.28,37.81,17,1237,462,762,439,0.9241,177500
-118.27,33.97,45,1546,371,1186,366,1.64,96800
-120.98,38.67,13,3432,516,1286,470,5.584,186600
-122.61,38.25,18,2915,418,1340,421,5.2452,204900
-117.31,34.39,15,1703,273,847,266,3.7917,123400
-119.82,36.83,14,2982,412,1408,423,5.3241,123000
-121.73,36.86,28,827,178,703,144,4.4271,175700
-117.83,33.75,22,6433,1174,2703,1125,4.9957,296400
-121.51,38.51,31,1595,217,542,236,6.6112,251600
-121.89,38.01,30,4114,743,1994,722,4.2227,134400
-119.78,36.37,41,831,149,443,146,3.1406,100000
-121.43,38.56,41,1105,227,443,210,3.1827,131700
-118.28,33.96,41,1175,340,1241,352,1.2273,98400
-118.47,34.2,20,3939,1143,2475,1002,2.9025,229100
-116.99,32.72,11,1112,164,441,174,4.7679,169500
-122.24,37.8,49,2838,749,1487,677,2.5238,169300
-117.26,32.96,36,1721,264,710,282,10.1768,500001
-121.92,36.62,52,1001,191,425,184,3.7614,241700
-118.08,33.88,30,1901,519,2685,496,3.2639,120100
-117.11,32.75,34,2131,594,1373,562,2.113,102100
-118.32,34.17,45,3448,690,1562,643,4.0648,258800
-122.4,37.68,41,2267,486,1045,459,4.1146,272200
-118.07,33.8,34,3486,507,1311,503,7.1221,384500
-119.02,34.24,24,4650,748,2374,702,5.8838,232600
-118.35,33.99,48,2741,439,1115,459,5.0514,269100
-122.08,37.94,44,2185,357,943,366,4.725,232100
-122.04,37.53,34,2316,478,1524,467,3.7364,190400
-121.84,37.34,27,2512,526,3033,526,4.25,162900
-118.14,34.02,44,1715,460,1740,423,2.7019,153300
-121.89,36.6,40,626,164,337,150,2.7917,225000
-118.26,33.92,40,1076,244,705,255,1.7986,98900
-122.1,40.05,26,633,129,305,140,2.1827,72700
-121.9,36.6,45,2249,412,944,429,3.0625,260300
-118.14,34.57,6,9882,1892,4892,1621,3.7636,167600
-121.79,37.33,18,3611,614,2381,642,5.6345,231000
-117.75,33.95,13,984,127,364,119,7.5839,426900
-118.39,34.09,41,730,126,230,125,4.3214,500001
-122.46,37.66,15,6082,1284,3861,1198,5.4221,284700
-117.92,33.75,8,2325,598,1511,565,3.3629,137500
-122.15,37.72,47,1190,251,540,266,3.375,198300
-121.74,37.19,11,1290,197,881,191,4.2039,500001
-117.21,33.14,12,4839,954,1708,952,2.8586,163300
-122.43,37.74,52,2229,498,1079,472,5.0196,324300
-119.15,34.83,6,8733,1600,2006,736,4.5724,168400
-117.19,32.82,35,2197,353,945,357,4.9219,192900
-118.33,33.88,36,1271,346,811,345,3.2417,283300
-121.96,37.27,22,6114,1211,2983,1163,5.2533,269100
-122.2,37.78,50,1867,403,1128,378,2.5401,129100
-118.4,33.99,36,1225,213,591,227,5.4663,326700
-118.32,34.06,52,983,246,578,204,5.7393,500001
-118.44,34.07,21,730,263,965,224,2.0511,350000
-118.32,34.01,44,4032,913,1622,848,2.4934,165800
-118.57,34.09,14,7970,1142,2926,1096,11.2866,500001
-122.05,37.37,35,1365,256,662,262,5.6533,291400
-118.06,34.09,40,1975,389,1116,378,4.2898,251600
-121.91,37.24,30,2327,419,1114,372,4.7279,272000
-118.52,34.22,35,1620,272,1052,248,5.5209,203300
-122.74,39.71,16,255,73,85,38,1.6607,14999
-121.9,37.33,11,1283,390,718,345,4.226,166700
-117.71,34.08,26,2744,494,1411,465,4.2639,154200
-118.36,34.1,37,7097,2010,2913,1939,2.875,300000
-118.05,36.64,34,2090,478,896,426,2.0357,74200
-117.96,33.75,25,1323,208,852,229,4.6167,237300
-117.96,33.9,9,1899,284,1070,293,7.2532,381500
-116.99,32.74,17,3101,547,1410,486,3.1771,189900
-118.29,33.93,32,1815,488,1715,475,1.7244,111200
-118.18,34.02,43,887,219,965,217,2.625,133900
-118.35,34.02,27,3358,1069,2415,956,1.4589,87500
-117.87,33.6,20,3212,572,1064,526,6.6155,500001
-119.25,36.23,24,2015,355,1031,351,3.4306,139200
-122.38,41.54,14,4453,797,1817,685,2.7468,81100
-118.43,34.29,38,1704,347,1384,374,2.865,155500
-117.58,33.66,4,3305,644,1693,597,5.2497,215000
-117.17,32.74,39,3803,806,1567,775,3.7039,361500
-117.08,32.64,43,1005,230,548,252,1.8672,145800
-120.74,39.9,23,1017,218,387,152,2.2656,88200
-118.3,34.17,30,48,14,74,16,5.0056,162500
-117.14,32.72,45,1140,310,840,339,1.6156,156300
-117.05,32.61,31,4033,715,2585,715,3.5096,139900
-122.31,37.54,46,2444,397,952,402,4.75,388200
-121.68,39.82,15,3996,748,1786,728,3.5189,141300
-122.47,37.69,35,1720,421,1452,425,3.5909,256100
-121.58,37.02,27,2303,471,1447,467,3.2019,203600
-119.82,36.74,52,610,128,406,122,1.8967,43800
-118.08,33.95,32,1962,387,1274,398,4.8304,160600
-117.65,35,36,1184,316,672,241,1.9107,39800
-122.09,37.6,36,385,94,295,92,2.9706,147900
-122.2,39.75,18,2603,576,1616,588,2.0192,63700
-117.33,34.17,13,3616,665,2189,620,3.7949,106300
-120.31,37.29,40,1542,341,1283,341,1.6929,55900
-119.18,34.15,22,4769,1366,5534,1318,2.4167,192000
-118.19,33.9,36,2326,543,2073,494,1.9952,112900
-122.36,37.96,31,1157,276,956,232,1.5347,80400
-118.43,33.82,34,2112,614,946,574,4.6048,500001
-118.38,33.87,27,2287,491,1101,466,4.675,316900
-122.73,38.43,29,2677,691,1880,664,2.1864,143200
-117.84,33.77,26,3350,581,1314,550,3.5195,249100
-118.54,34.17,34,2458,433,1034,373,5.6738,443600
-117.06,32.61,24,4369,1353,3123,1247,2.0571,152300
-118.18,34.05,41,389,102,455,107,2.7031,109200
-121.3,38.13,23,2864,504,1298,499,3.2303,131800
-118.39,34.05,42,3105,559,1253,531,5.222,500001
-117.89,33.9,16,1426,216,652,226,6.5284,288700
-117.96,34.07,35,2819,529,1508,485,4.6118,191700
-118.39,34.14,34,4624,781,1572,719,6.5533,500001
-122.44,37.78,52,3017,851,1588,800,3.3882,471400
-118.1,33.99,36,1529,290,1271,287,3.6875,175200
-122.3,37.92,33,1615,271,710,285,4.0804,239000
-124.11,40.93,17,1661,329,948,357,2.7639,90200
-122.42,37.77,52,1176,493,1136,436,1.375,312500
-118.37,33.93,46,1130,201,503,196,4.4861,246300
-118.54,34.17,11,1080,174,386,160,6.1274,315900
-117.49,34.02,21,3736,738,2021,640,4.4545,142400
-122.34,37.93,30,2515,481,1327,428,2.1287,95000
-117.65,34.06,41,465,130,349,138,2.0893,112500
-121.9,37.67,7,9540,1294,3926,1229,7.4353,389800
-117.96,33.71,19,4328,849,2243,808,5.5702,342600
-117.9,33.71,15,539,71,287,66,6.3427,305200
-122.42,37.66,41,2189,414,1063,409,4.7361,302600
-122.01,37.83,30,3917,549,1330,544,6.5617,386600
-118.44,33.99,44,305,72,156,70,5.9641,275000
-122.42,40.59,24,5045,972,2220,979,2.6792,138900
-122.64,38.01,36,1199,232,551,229,3.7321,266700
-122.25,37.86,52,4048,663,1316,590,5.3794,376900
-117.1,32.76,30,1835,474,934,415,2.875,139600
-122.35,37.94,45,2112,493,1406,452,2.3456,105200
-122.64,38.23,49,2300,463,1061,429,4.075,228800
-121.64,39.28,25,2857,662,2076,685,1.8095,64100
-118.09,34,36,1722,353,1174,335,3.045,160600
-122.49,37.86,52,2175,510,809,503,4.5398,442000
-121.91,37.44,26,1669,276,951,278,4.7794,225800
-115.57,32.79,34,1152,208,621,208,3.6042,73600
-118.07,33.88,18,2436,375,1303,386,6.1968,344700
-118.07,33.97,32,3400,826,3017,793,2.4607,155600
-118.35,34.09,47,1800,546,921,478,2.8021,280600
-118.42,34.26,36,973,221,1086,218,3.4519,143300
-117.96,33.78,33,1520,239,658,242,4.875,269300
-118.92,34.4,23,1290,283,1060,279,3.3152,198000
-118.41,33.96,32,1044,219,567,222,4.1471,284400
-118.88,34.42,20,728,120,360,115,6.1244,375000
-117.98,34.08,17,3640,830,3537,807,3.4784,152200
-117.29,32.81,35,1878,308,598,257,6.9553,500001
-117.1,33.14,7,10665,2576,4917,2424,2.3171,159500
-122.29,37.55,27,3789,874,2243,866,4.39,270100
-121.47,39.01,37,1244,247,484,157,2.3661,77500
-121.21,38.83,21,3691,640,1758,603,3.5607,151900
-118.99,35.37,36,832,198,814,174,1.4773,57400
-118.96,34.23,14,15207,2924,6301,2829,3.9699,217000
-118.22,34.66,17,3810,662,1867,586,4.9,152400
-117.49,33.9,7,10235,2238,5271,2094,3.6071,159100
-121.8,39.33,30,1019,192,501,185,2.5259,81300
-118.34,33.98,40,2108,526,1922,544,3.163,137800
-118.14,33.87,44,1607,271,799,283,5.084,214100
-116.34,33.36,24,2746,514,731,295,3.3214,176400
-117.7,33.47,21,2208,534,1423,482,3.5915,305600
-115.56,32.96,21,2164,480,1164,421,3.8177,107200
-119.9,37.49,13,2230,443,920,361,3,112000
-122.28,37.84,50,2082,492,1131,473,1.6424,108900
-122.27,37.51,36,1406,224,598,237,5.8964,414800
-118.02,33.77,34,2115,352,1253,338,5.1507,207500
-124.09,40.88,26,2683,555,1353,526,2.4321,82100
-124.16,40.8,52,2167,480,908,451,1.6111,74700
-115.57,32.83,31,1494,289,959,284,3.5282,67500
-122.41,37.75,52,1678,386,1220,357,2.5809,255300
-120.95,37.09,43,1116,222,801,207,2.875,97200
-119.27,34.26,23,3578,753,1455,649,4.1898,359100
-118.25,33.96,43,2015,419,1543,399,1.8672,98100
-117.9,33.67,25,639,98,311,93,6.6833,275900
-117.16,32.71,52,845,451,1230,375,1.0918,22500
-117.79,33.71,16,3114,463,1641,469,6.2162,283200
-117.85,34,26,2712,402,1389,377,5.6513,227900
-122.25,37.84,52,2535,489,1094,514,3.6591,299200
-121.41,38.57,16,4429,1124,1538,960,3.2443,190700
-117.51,34.41,5,2884,567,1396,465,3.7361,119600
-117.08,33.03,18,1339,284,761,290,5.3074,137200
-117.46,33.9,10,9738,2130,4936,1840,3.3187,144800
-118.17,33.87,48,2258,509,1395,492,3.765,164800
-122.17,37.72,43,3783,814,2139,789,4.0202,166300
-117.08,32.58,22,2128,477,1420,450,3.2687,131000
-118.21,33.88,29,1976,444,1254,371,2.1782,126800
-122.09,37.67,48,1252,305,673,308,2.3357,175000
-117.35,34.13,26,3920,570,1862,552,3.7286,132000
-122.1,37.72,30,2599,366,922,350,5.8382,330200
-121.98,37.25,19,755,93,267,99,15,500001
-118.2,33.93,41,857,201,934,227,2.6339,145700
-119.25,34.3,34,1189,220,445,203,4.8824,396400
-121.89,37.82,4,11444,1355,3898,1257,13.2949,500001
-121.94,37.93,16,3421,427,1341,428,7.5695,320400
-118.54,34.23,29,1753,342,1318,333,4.125,241400
-116.89,32.67,9,2652,393,1355,362,6.2578,293100
-117.78,33.86,16,4390,660,2146,633,6.1504,266000
-120.82,37.64,20,3375,630,1505,598,2.69,201300
-117.6,33.43,21,3951,562,1392,543,5.1439,414000
-117.98,33.79,35,2356,478,1659,480,4.1115,179700
-117.88,34,32,265,51,170,50,3.9375,187500
-121.44,37.73,7,8363,1314,3907,1068,5.3321,208100
-119.63,36.7,42,1338,215,617,222,3.0833,133300
-122.66,38.47,20,2806,477,1369,460,4.75,190500
-118.25,34.08,44,1425,438,1121,374,2.1108,200000
-121.28,38.13,48,1892,333,804,352,4.0625,143200
-118.32,34.06,43,2808,584,1654,569,4.125,436800
-118.42,34.21,29,2893,543,1636,540,5.1586,237400
-122.36,37.72,10,479,125,355,108,2.7083,180400
-117.92,33.61,23,1808,408,539,300,3.5682,500001
-122.03,37.92,23,3318,408,1124,393,6.5847,358800
-117.4,33.94,30,1198,251,1019,214,3.0509,82700
-118.51,34.16,23,11154,1995,4076,1809,5.4609,500001
-122.62,38.25,24,2388,358,1187,362,4.6534,196500
-118.43,34.2,28,3386,815,2240,737,3.0221,290100
-117.27,33.21,5,5764,996,3161,1012,4.4531,177500
-119.72,37.38,16,2131,424,989,369,2.6071,103700
-118.28,33.96,23,1983,611,2048,600,1.5313,91400
-118.94,34.24,5,10018,1233,4253,1120,8.9063,500001
-118.06,33.97,39,1639,300,988,309,3.9612,175800
-117.99,33.78,19,7399,1698,3554,1593,3.1049,173900
-118.43,34.29,38,1237,298,1073,293,3.6726,154600
-121.9,36.93,22,7281,1233,1849,832,5.3276,335500
-121.02,39.17,17,2277,459,1149,476,3.2303,149500
-117.87,35.73,13,2566,449,1181,414,4.1518,91800
-117.81,33.88,19,2265,283,904,279,9.2327,461300
-122.04,37.24,24,1521,209,539,192,11.1557,500001
-119.73,36.52,20,1741,331,1466,289,2.5921,94200
-115.94,33.38,5,186,43,41,21,2.7,58800
-122.25,37.5,45,1812,336,752,329,4.95,345000
-120.01,38.93,22,3080,610,1045,425,2.996,126100
-117.29,33.24,5,3109,634,1823,578,3.1875,153800
-121.11,39.09,16,1000,197,508,190,2.3062,138800
-117.63,34.11,30,2674,428,1404,456,4.2969,165600
-118.44,34.21,20,5756,1477,4031,1369,3.2448,221200
-118.85,34.2,28,2040,297,848,280,6.7612,323700
-118.03,33.87,16,2306,393,1368,387,5.93,277600
-121.27,38.65,25,2787,601,1247,522,2.9016,159800
-122.02,37.24,28,2796,365,1085,363,10.6834,500001
-121.95,37.3,21,4193,1068,2487,1011,3.7188,293000
-122.15,37.44,52,2063,320,774,309,7.2543,500001
-117.13,32.94,15,4846,825,2797,823,4.9375,180400
-117.94,33.89,30,2577,404,1076,374,6.7528,459600
-122.27,37.81,10,875,348,546,330,0.76,162500
-121.2,38.69,26,3077,607,1603,595,2.7174,137500
-120.24,39.67,40,690,129,305,110,2.3625,62500
-123.82,40.12,33,2985,591,1221,486,2.087,82400
-119.3,36.3,14,3023,469,1523,492,5.3602,118600
-118.36,33.92,26,3695,1144,2308,1009,2.6667,229300
-118.53,34.44,19,3013,507,1356,484,5.1163,233200
-114.59,33.61,34,4789,1175,3134,1056,2.1782,58400
-124.09,40.87,44,692,206,398,211,1.1576,87500
-122.18,37.76,52,754,175,447,165,3.9063,93800
-122.05,37.31,25,4111,538,1585,568,9.2298,500001
-117.59,33.66,3,1206,256,563,287,5.1589,167800
-118.16,33.88,18,2287,662,1804,537,1.9903,170300
-118.56,34.19,34,2579,561,1237,517,4.433,235100
-119.73,34.41,29,1769,297,703,269,4.4375,350000
-118.15,33.77,41,3448,896,1621,838,4.5,339800
-118.38,33.85,31,3533,729,1647,679,5.5843,384600
-117.74,34.1,29,2742,488,2477,532,3.5072,121900
-118.11,33.83,36,1462,233,664,220,5.1171,225300
-118.26,33.78,21,2188,706,2265,652,1.9923,164700
-118.42,34,31,1930,456,1002,410,3.9798,458600
-118.44,33.81,33,3994,990,1647,931,5.0106,500001
-122.65,38.37,15,1848,280,786,282,5.7204,344100
-117.64,34.03,10,3194,579,2088,549,4.1779,159100
-118.04,33.87,18,4626,822,2794,763,5.6917,275100
-119.19,34.46,39,2056,381,939,371,6.6257,427600
-118.3,33.98,48,1998,410,1176,382,3.0455,102400
-118.35,34.25,34,2795,460,1267,443,6.1464,354400
-122.42,37.74,52,2713,624,1370,594,4.6547,325700
-118.06,33.9,37,1161,254,882,236,4.4167,158000
-117.75,34.05,37,378,92,503,103,2.1908,94600
-118.11,33.84,36,1463,257,722,260,4.8438,226300
-122.45,37.72,52,1729,319,890,300,4.3036,261800
-120.42,34.94,32,2844,551,1337,516,2.7188,133700
-117.85,33.81,26,4186,767,2447,777,4.9917,248100
-122.66,38.48,16,2724,593,1124,586,2.825,186200
-118.44,34.02,32,2242,490,921,461,4.0429,500001
-117.08,32.68,19,3635,1078,3127,1098,1.324,122600
-118.23,33.96,42,1977,570,2406,557,2.5913,151600
-119.89,34.44,25,3160,507,1514,523,5.0767,271200
-117.89,33.6,36,1496,247,441,203,7.8164,500001
-118.17,33.77,36,2933,881,2077,838,2.2538,181300
-122.25,37.47,38,645,124,265,103,5.4688,305000
-118.26,34.16,19,2919,857,1866,811,3.1733,206300
-117.97,33.76,28,1386,272,901,294,4.7464,187500
-123.75,40.11,35,2052,477,900,402,1.9625,101500
-117.78,34.09,32,2643,516,1862,478,3.7177,177200
-117.3,33.06,31,2128,520,1049,485,4.027,290000
-116.83,32.83,6,3123,495,1513,480,5.4288,167800
-123.73,39.17,20,4620,1042,1745,794,2.375,158800
-121.48,38.51,24,979,201,723,205,2.5926,72300
-119.31,36.32,23,2945,592,1419,532,2.5733,88800
-122.45,37.77,52,2645,626,1275,553,3.35,492900
-117.63,33.45,5,3549,604,1571,534,5.3705,363500
-117.41,34.58,14,859,212,541,181,1.6838,57900
-122.02,37.53,21,4280,673,2216,681,5.7072,242200
-118.41,33.9,39,2311,404,1044,380,8.468,472100
-122.69,38.32,16,3741,698,1938,658,4.6324,183600
-121.83,37.95,17,1133,244,716,235,2.875,162500
-119.46,35.86,22,1750,374,1113,338,1.505,42700
-118,33.76,12,1250,331,1047,334,3.0625,208800
-118.12,34.16,52,2218,437,1211,422,5.0237,241900
-119.74,36.15,21,1548,308,1137,306,2.4688,61300
-122.22,37.79,44,1487,314,961,272,3.5156,109500
-121.22,38.78,8,3418,514,1312,409,6.3914,218000
-119.05,36.07,21,2472,523,1238,504,1.7756,62900
-121.51,38.79,29,1716,323,850,282,2.9324,137500
-121.98,37.22,46,10088,1910,3728,1781,5.2321,500001
-117.57,33.93,3,1240,151,519,146,7.5408,271900
-117.65,33.49,16,2223,454,628,382,4.3603,248800
-122.65,38.96,27,2143,580,898,367,1.6769,63200
-123.53,38.93,38,1706,355,506,211,2.5625,165600
-118.11,33.9,35,2604,495,1465,470,4.4896,184600
-117.12,32.69,46,200,77,180,65,1.0658,93800
-121.46,38.48,8,3593,659,1710,530,3.5227,93100
-123.19,39.12,38,267,57,196,60,2.3125,70000
-117.09,32.76,44,1139,214,470,217,3.5481,203100
-117.56,33.83,28,895,127,346,115,5.4788,339300
-118.11,34.18,52,3571,510,1434,490,5.9009,376000
-119.17,34.25,15,1329,282,1001,284,3.65,189300
-122.02,37.98,37,1474,343,782,331,3.4187,161700
-117.02,32.8,27,2369,370,927,374,4.1162,177200
-118.95,35.38,35,2220,388,906,373,3.5938,95200
-120.17,39.33,18,1046,204,486,179,4.119,110900
-117.07,33.14,16,2546,429,1683,408,4.7426,160600
-118.19,33.86,42,1999,431,1060,399,3.7031,167100
-117.82,33.76,27,3230,449,1193,448,6.5308,287800
-118.13,33.82,44,1785,307,779,291,4.3056,228600
-122.28,37.88,52,2495,491,1058,464,4.1429,259600
-122.04,37.61,36,1151,216,727,215,4.1719,187000
-122.01,37.97,34,3259,498,1250,478,5.3794,206200
-120.6,37.35,34,1722,316,904,315,2.4653,66100
-119.11,35.38,37,2044,394,894,359,2.9453,82800
-120.91,37.66,36,1320,255,720,232,2.6523,76300
-122.5,37.74,44,2527,518,1434,444,3.875,275700
-120.57,34.96,38,1145,297,1107,296,2.1776,89100
-118.1,34.16,44,2795,496,1235,469,4.2386,283700
-118.31,34.04,52,1277,285,954,334,2.5833,234600
-118.33,34.18,45,2570,517,1256,510,4.6898,226000
-121.53,39.19,27,2080,412,1082,382,2.5495,98300
-118.35,33.9,31,981,222,734,239,4.875,232400
-122.06,37.38,20,3401,768,1497,747,4.2188,500001
-115.53,32.99,25,2578,634,2082,565,1.7159,62200
-118.29,34.07,26,2302,1124,2660,1004,2.3567,253100
-120.87,37.77,9,4838,920,2460,923,3.5959,142700
-121.28,38.02,8,1868,392,1258,389,3.175,95900
-122.28,37.86,49,2932,668,1361,608,1.9798,147400
-119.69,36.73,30,2437,349,1005,380,7.2211,171700
-122.14,37.73,52,2024,320,823,334,5,264700
-122.25,37.84,52,3549,707,1551,714,3.6912,261100
-118.43,34.23,35,2049,390,1286,385,4.4432,181500
-121.96,37.35,37,1755,325,699,321,3.925,251300
-118.15,33.91,38,901,205,760,208,2.9643,147400
-117.41,34.08,38,1541,290,861,299,3.5655,95600
-117.35,34.15,32,2699,552,2086,551,2.2974,84500
-117.79,35.21,4,2,2,6,2,2.375,137500
-118.48,34.23,29,3354,707,1752,650,4.5484,239900
-117.34,33.71,10,2591,486,1255,425,3.1513,154300
-117.82,33.67,17,2895,439,1588,450,6.276,290700
-117.13,32.73,52,1911,415,777,412,2.2429,221100
-117.98,33.86,26,1240,285,781,315,4.1287,205800
-119.77,36.74,50,1325,280,811,281,1.8667,62800
-122.02,37.34,28,2488,396,1190,410,5.7881,344700
-122.25,37.8,41,1471,469,1062,413,1.6121,171400
-117.9,33.73,32,2930,833,5116,854,3.7147,164100
-118.32,34.26,32,3690,791,1804,715,4.4875,222700
-115.73,33.09,27,452,103,258,61,2.9,87500
